+--------------------------------------------------+
| Index | Dimensions | Category | Timestamp        |
| 160   | 100        | 2        | 0.089684434      |
| 161   | 100        | 5        | 0.011685759      |
| 162   | 100        | 36       | 0.036311112      |
| 163   | 100        | 1        | 0.032710094      |
| 164   | 100        | 13       | 0.0060083857     |
| 165   | 100        | 3        | 0.066764295      |
| 166   | 100        | 0        | 0.069582924      |
| 167   | 100        | 1        | 0.027795052      |
| 168   | 100        | 5        | 0.059762873      |
| 169   | 100        | 0        | 0.0024876122     |
| 170   | 100        | 0        | 0.005807772      |
| 171   | 100        | 1        | 0.097799264      |
| 172   | 100        | 2        | 0.044777017      |
| 173   | 100        | 6        | 0.004022308      |
| 174   | 100        | 1        | 0.008736734      |
| 175   | 100        | 1        | 0.020141633      |
| 176   | 100        | 4        | 0.05071519       |
| 177   | 100        | 1        | 0.005536943      |
| 178   | 100        | 27       | 0.021555962      |
| 179   | 100        | 1        | 0.023471823      |
| 180   | 100        | 0        | 0.010722812      |
| 181   | 100        | 1        | 0.026330572      |
| 182   | 100        | 6        | 0.012819227      |
| 183   | 100        | 6        | 0.06899111       |
| 184   | 100        | 1        | 0.04216904       |
| 185   | 100        | 1        | 0.06895099       |
| 186   | 100        | 25       | 0.06343411       |
| 187   | 100        | 1        | 0.022147773      |
| 188   | 100        | 0        | 0.0058779866     |
| 189   | 100        | 1        | 0.096425064      |
| 190   | 100        | 0        | 0.08844063       |
| 191   | 100        | 1        | 0.028085943      |
| 192   | 100        | 6        | 0.0354585        |
| 193   | 100        | 4        | 0.04060425       |
| 194   | 100        | 76       | 0.032017976      |
| 195   | 100        | 5        | 0.008355568      |
| 196   | 100        | 1        | 0.044917446      |
| 197   | 100        | 1        | 0.021174794      |
| 198   | 100        | 8        | 0.095321685      |
| 199   | 100        | 27       | 0.041025538      |
| 200   | 100        | 1        | 0.08279335       |
| 201   | 100        | 2        | 0.006820872      |
| 202   | 100        | 0        | 0.06330371       |
| 203   | 100        | 22       | 0.009779926      |
| 204   | 100        | 0        | 0.042299435      |
| 205   | 100        | 5        | 0.020793628      |
| 206   | 100        | 3        | 0.018737337      |
| 207   | 100        | 75       | 0.031396072      |
| 208   | 100        | 2        | 0.08535118       |
| 209   | 100        | 0        | 0.022228017      |
| 210   | 100        | 0        | 0.077115975      |
| 211   | 100        | 0        | 0.029781131      |
| 212   | 100        | 22       | 0.023351455      |
| 213   | 100        | 0        | 0.026962506      |
| 214   | 100        | 4        | 0.062360823      |
| 215   | 100        | 1        | 0.017995065      |
| 216   | 100        | 0        | 0.09609405       |
| 217   | 100        | 0        | 0.02514695       |
| 218   | 100        | 3        | 0.04657251       |
| 219   | 100        | 1        | 0.04250005       |
| 220   | 100        | 0        | 0.011936526      |
| 221   | 100        | 1        | 0.025929343      |
| 222   | 100        | 1        | 0.098932736      |
| 223   | 100        | 0        | 0.08542139       |
| 224   | 100        | 6        | 0.07834975       |
| 225   | 100        | 1        | 0.083776355      |
| 226   | 100        | 0        | 0.098060064      |
| 227   | 100        | 0        | 0.039731577      |
| 228   | 100        | 0        | 0.05870965       |
| 229   | 100        | 0        | 0.08242221       |
| 230   | 100        | 15       | 0.067647         |
| 231   | 100        | 5        | 0.035980098      |
| 232   | 100        | 0        | 0.037374366      |
| 233   | 100        | 3        | 0.069061324      |
| 234   | 100        | 1        | 0.09384717       |
| 235   | 100        | 1        | 0.014554537      |
| 236   | 100        | 3        | 0.07625333       |
| 237   | 100        | 4        | 0.05593115       |
| 238   | 100        | 20       | 0.085230805      |
| 239   | 100        | 1        | 0.09420828       |
| 240   | 100        | 3        | 0.06553052       |
| 241   | 100        | 6        | 0.067285895      |
| 242   | 100        | 1        | 0.0789215        |
| 243   | 100        | 0        | 0.031426165      |
| 244   | 100        | 8        | 0.027554316      |
| 245   | 100        | 2        | 0.01574819       |
| 246   | 100        | 1        | 0.04002247       |
| 247   | 100        | 0        | 0.024515016      |
| 248   | 100        | 0        | 0.045729935      |
| 249   | 100        | 17       | 0.09826068       |
| 250   | 100        | 0        | 0.010221277      |
| 251   | 100        | 1        | 0.058448855      |
| 252   | 100        | 1        | 0.015688006      |
| 253   | 100        | 6        | 0.046933617      |
| 254   | 100        | 1        | 0.023291271      |
| 255   | 100        | 1        | 0.0683993        |
| 256   | 100        | 0        | 0.017543683      |
| 257   | 100        | 5        | 0.0081048        |
| 258   | 100        | 1        | 0.019780528      |
| 259   | 100        | 8        | 0.010913395      |
| 260   | 100        | 1        | 0.08467912       |
| 261   | 100        | 0        | 0.047746103      |
| 262   | 100        | 0        | 0.06602203       |
| 263   | 100        | 1        | 0.06290248       |
| 264   | 100        | 2        | 0.013491283      |
| 265   | 100        | 6        | 0.054897986      |
| 266   | 100        | 0        | 0.00144442       |
| 267   | 100        | 3        | 0.026280418      |
| 268   | 100        | 2        | 0.05579072       |
| 269   | 100        | 0        | 0.09027625       |
| 270   | 100        | 6        | 0.074648425      |
| 271   | 100        | 0        | 0.08451863       |
| 272   | 100        | 1        | 0.056412622      |
| 273   | 100        | 0        | 0.058749773      |
| 274   | 100        | 1        | 0.03224868       |
| 275   | 100        | 0        | 0.023481855      |
| 276   | 100        | 2        | 0.0847694        |
| 277   | 100        | 0        | 0.08900235       |
| 278   | 100        | 16       | 0.04609104       |
| 279   | 100        | 2        | 0.045890424      |
| 280   | 100        | 1        | 0.08534114       |
| 281   | 100        | 0        | 0.014474291      |
| 282   | 100        | 1        | 0.09814031       |
| 283   | 100        | 1        | 0.07907196       |
| 284   | 100        | 20       | 0.07479888       |
| 285   | 100        | 0        | 0.06277208       |
| 286   | 100        | 0        | 0.006519951      |
| 287   | 100        | 6        | 0.077246375      |
| 288   | 100        | 4        | 0.053132586      |
| 289   | 100        | 2        | 0.087959155      |
| 290   | 100        | 1        | 0.03312135       |
| 291   | 100        | 6        | 0.007984432      |
| 292   | 100        | 27       | 0.008475936      |
| 293   | 100        | 8        | 0.05463719       |
| 294   | 100        | 6        | 0.077126004      |
| 295   | 100        | 0        | 0.048949786      |
| 296   | 100        | 5        | 0.08917287       |
| 297   | 100        | 1        | 0.050655004      |
| 298   | 100        | 4        | 0.030282665      |
| 299   | 100        | 0        | 0.08537123       |
| 300   | 100        | 2        | 0.0695428        |
| 301   | 100        | 4        | 0.049521536      |
| 302   | 100        | 0        | 0.07573174       |
| 303   | 100        | 0        | 0.09996589       |
| 304   | 100        | 1        | 0.09496058       |
| 305   | 100        | 2        | 0.054225933      |
| 306   | 100        | 6        | 0.04393444       |
| 307   | 100        | 1        | 0.039882038      |
| 308   | 100        | 1        | 0.021455655      |
| 309   | 100        | 1        | 0.019399362      |
| 310   | 100        | 1        | 0.029761069      |
| 311   | 100        | 1        | 0.013411038      |
| 312   | 100        | 1        | 0.060816098      |
| 313   | 100        | 5        | 0.031456254      |
| 314   | 100        | 1        | 0.08455875       |
| 315   | 100        | 6        | 0.098190464      |
| 316   | 100        | 1        | 0.07208057       |
| 317   | 100        | 0        | 0.077386804      |
| 318   | 100        | 1        | 0.02500652       |
| 319   | 100        | 6        | 0.045659717      |
| 320   | 100        | 0        | 0.09671595       |
| 321   | 100        | 1        | 0.053674243      |
| 322   | 100        | 6        | 0.09756856       |
| 323   | 100        | 15       | 0.02414388       |
| 324   | 100        | 27       | 0.09090818       |
| 325   | 100        | 0        | 0.06809838       |
| 326   | 100        | 1        | 0.062100027      |
| 327   | 100        | 47       | 0.061106987      |
| 328   | 100        | 8        | 0.004894979      |
| 329   | 100        | 1        | 0.026049713      |
| 330   | 100        | 1        | 0.007181977      |
| 331   | 100        | 0        | 0.0480069        |
| 332   | 100        | 1        | 0.02662146       |
| 333   | 100        | 0        | 0.08001485       |
| 334   | 100        | 1        | 0.02398339       |
| 335   | 100        | 6        | 0.054747526      |
| 336   | 100        | 1        | 0.02081369       |
| 337   | 100        | 4        | 0.0081148315     |
| 338   | 100        | 1        | 0.016360061      |
| 339   | 100        | 0        | 0.082362026      |
| 340   | 100        | 1        | 0.08013521       |
| 341   | 100        | 6        | 0.049391136      |
| 342   | 100        | 3        | 0.05594118       |
| 343   | 100        | 5        | 0.029851345      |
| 344   | 100        | 2        | 0.043402813      |
| 345   | 100        | 0        | 0.054396454      |
| 346   | 100        | 1        | 0.0069412403     |
| 347   | 100        | 0        | 0.006810841      |
| 348   | 100        | 0        | 0.07706582       |
| 349   | 100        | 1        | 0.007402652      |
| 350   | 100        | 1        | 0.050053164      |
| 351   | 100        | 1        | 0.08873152       |
| 352   | 100        | 2        | 0.042540174      |
| 353   | 100        | 2        | 0.091138884      |
| 354   | 100        | 1        | 0.09001545       |
| 355   | 100        | 0        | 0.039510902      |
| 356   | 100        | 1        | 0.010963549      |
| 357   | 100        | 3        | 0.07804883       |
| 358   | 100        | 1        | 0.08833029       |
| 359   | 100        | 1        | 0.04554938       |
| 360   | 100        | 1        | 0.048518468      |
| 361   | 100        | 0        | 0.05851907       |
| 362   | 100        | 1        | 0.024946336      |
| 363   | 100        | 1        | 0.008054648      |
| 364   | 100        | 1        | 0.0058178026     |
| 365   | 100        | 1        | 0.09908319       |
| 366   | 100        | 1        | 0.024244187      |
| 367   | 100        | 0        | 0.044295546      |
| 368   | 100        | 1        | 0.056432683      |
| 369   | 100        | 0        | 0.02413385       |
| 370   | 100        | 1        | 0.06774731       |
| 371   | 100        | 1        | 0.07356511       |
| 372   | 100        | 1        | 0.07270247       |
| 373   | 100        | 11       | 0.072481796      |
| 374   | 100        | 1        | 0.031857483      |
| 375   | 100        | 8        | 0.07639377       |
| 376   | 100        | 1        | 0.051417336      |
| 377   | 100        | 1        | 0.043854196      |
| 378   | 100        | 1        | 0.017443378      |
| 379   | 100        | 1        | 0.07594238       |
| 380   | 100        | 1        | 0.037193812      |
| 381   | 100        | 0        | 0.05968263       |
| 382   | 100        | 0        | 0.084639         |
| 383   | 100        | 2        | 0.00592814       |
| 384   | 100        | 4        | 0.0154873915     |
| 385   | 100        | 0        | 0.01675126       |
| 386   | 100        | 2        | 0.097347885      |
| 387   | 100        | 6        | 0.04972215       |
| 388   | 100        | 1        | 0.020462615      |
| 389   | 100        | 4        | 0.04221919       |
| 390   | 100        | 0        | 0.05234016       |
| 391   | 100        | 1        | 0.05045439       |
| 392   | 100        | 0        | 0.021596083      |
| 393   | 100        | 1        | 0.0572552        |
| 394   | 100        | 1        | 0.043563303      |
| 395   | 100        | 1        | 0.01113407       |
| 396   | 100        | 0        | 0.020482676      |
| 397   | 100        | 3        | 0.09317511       |
| 398   | 100        | 3        | 0.025387686      |
| 399   | 100        | 22       | 0.045629628      |
| 400   | 100        | 1        | 0.022940196      |
| 401   | 100        | 0        | 0.014173371      |
| 402   | 100        | 2        | 0.09054708       |
| 403   | 100        | 6        | 0.011424961      |
| 404   | 100        | 0        | 0.08749774       |
| 405   | 100        | 1        | 0.039480813      |
| 406   | 100        | 0        | 0.07563143       |
| 407   | 100        | 1        | 0.070896946      |
| 408   | 100        | 0        | 0.041567195      |
| 409   | 100        | 0        | 0.020512769      |
| 410   | 100        | 6        | 0.053062372      |
| 411   | 100        | 0        | 0.07278272       |
| 412   | 100        | 1        | 0.0022468755     |
| 413   | 100        | 0        | 0.09079784       |
| 414   | 100        | 4        | 0.037414487      |
| 415   | 100        | 6        | 0.010732843      |
| 416   | 100        | 5        | 0.041737717      |
| 417   | 100        | 2        | 0.012939596      |
| 418   | 100        | 2        | 0.0034204666     |
| 419   | 100        | 4        | 0.033031076      |
| 420   | 100        | 8        | 0.018386262      |
| 421   | 100        | 8        | 0.024926275      |
| 422   | 100        | 1        | 0.015186471      |
| 423   | 100        | 5        | 0.09269364       |
| 424   | 100        | 0        | 0.046803217      |
| 425   | 100        | 22       | 0.060916405      |
| 426   | 100        | 1        | 0.005466728      |
| 427   | 100        | 0        | 0.038507834      |
| 428   | 100        | 1        | 0.043101892      |
| 429   | 100        | 0        | 0.08711658       |
| 430   | 100        | 2        | 0.08590286       |
| 431   | 100        | 1        | 0.064427145      |
| 432   | 100        | 1        | 0.042329527      |
| 433   | 100        | 1        | 0.07467852       |
| 434   | 100        | 22       | 0.036622062      |
| 435   | 100        | 29       | 0.0072220997     |
| 436   | 100        | 1        | 0.07510984       |
| 437   | 100        | 1        | 0.03945072       |
| 438   | 100        | 101      | 0.058478944      |
| 439   | 100        | 1        | 0.0076534194     |
| 440   | 100        | 2        | 0.05520894       |
| 441   | 100        | 8        | 0.08794913       |
| 442   | 100        | 3        | 0.06370494       |
| 443   | 100        | 5        | 0.01866712       |
| 444   | 100        | 2        | 0.0381367        |
| 445   | 100        | 22       | 0.055489797      |
| 446   | 100        | 1        | 0.04148695       |
| 447   | 100        | 20       | 0.07878107       |
| 448   | 100        | 0        | 0.022278171      |
| 449   | 100        | 2        | 0.016741227      |
| 450   | 100        | 0        | 0.08638433       |
| 451   | 100        | 5        | 0.03210825       |
| 452   | 100        | 0        | 0.021876944      |
| 453   | 100        | 6        | 0.046351835      |
| 454   | 100        | 1        | 0.00014042972    |
| 455   | 100        | 4        | 0.09142978       |
| 456   | 100        | 1        | 0.09053704       |
| 457   | 100        | 36       | 0.07174955       |
| 458   | 100        | 8        | 0.017964972      |
| 459   | 100        | 4        | 0.025267318      |
| 460   | 100        | 0        | 0.033402212      |
| 461   | 100        | 0        | 0.090426706      |
| 462   | 100        | 20       | 0.07608281       |
| 463   | 100        | 8        | 0.058037594      |
| 464   | 100        | 0        | 0.017042149      |
| 465   | 100        | 0        | 0.0074327444     |
| 466   | 100        | 1        | 0.034074266      |
| 467   | 100        | 1        | 0.055068508      |
| 468   | 100        | 2        | 0.043442935      |
| 469   | 100        | 2        | 0.03138604       |
| 470   | 100        | 0        | 0.048036993      |
| 471   | 100        | 1        | 0.0069211787     |
| 472   | 100        | 1        | 0.07454812       |
| 473   | 100        | 2        | 0.015527514      |
| 474   | 100        | 1        | 0.059311494      |
| 475   | 100        | 0        | 0.044395853      |
| 476   | 100        | 3        | 0.039641302      |
| 477   | 100        | 0        | 0.020492708      |
| 478   | 100        | 0        | 0.08775854       |
| 479   | 100        | 6        | 0.06677433       |
| 480   | 100        | 0        | 0.06833912       |
| 481   | 100        | 1        | 0.09974522       |
| 482   | 100        | 0        | 0.04827773       |
| 483   | 100        | 1        | 0.065390095      |
| 484   | 100        | 1        | 0.07942303       |
| 485   | 100        | 6        | 0.024916243      |
| 486   | 100        | 0        | 0.081619754      |
| 487   | 100        | 105      | 0.07992457       |
| 488   | 100        | 1        | 0.029189318      |
| 489   | 100        | 1        | 0.07264229       |
| 490   | 100        | 6        | 0.02442474       |
| 491   | 100        | 1        | 0.024093727      |
| 492   | 100        | 1        | 0.087397434      |
| 493   | 100        | 1        | 0.021766607      |
| 494   | 100        | 6        | 0.021184826      |
| 495   | 100        | 1        | 0.058208115      |
| 496   | 100        | 0        | 0.07823941       |
| 497   | 100        | 0        | 0.057134833      |
| 498   | 100        | 0        | 0.0172227        |
| 499   | 100        | 1        | 0.07057596       |
| 500   | 100        | 1        | 0.032619815      |
| 501   | 100        | 6        | 0.065751195      |
| 502   | 100        | 1        | 0.017282886      |
| 503   | 100        | 0        | 0.030764138      |
| 504   | 100        | 1        | 0.06492868       |
| 505   | 100        | 6        | 0.07047565       |
| 506   | 100        | 1        | 0.092984535      |
| 507   | 100        | 0        | 0.06782755       |
| 508   | 100        | 99       | 0.057606276      |
| 509   | 100        | 1        | 0.032479387      |
| 510   | 100        | 1        | 0.021415532      |
| 511   | 100        | 1        | 0.06791783       |
| 512   | 100        | 1        | 0.008425782      |
| 513   | 100        | 0        | 0.09749834       |
| 514   | 100        | 4        | 0.026400786      |
| 515   | 100        | 6        | 0.018396292      |
| 516   | 100        | 1        | 0.06378518       |
| 517   | 100        | 1        | 0.07960359       |
| 518   | 100        | 1        | 0.046512328      |
| 519   | 100        | 1        | 0.05436636       |
| 520   | 100        | 1        | 0.09129938       |
| 521   | 100        | 1        | 0.05754609       |
| 522   | 100        | 0        | 0.046201374      |
| 523   | 100        | 0        | 0.072050475      |
| 524   | 100        | 1        | 0.03239914       |
| 525   | 100        | 6        | 0.066804424      |
| 526   | 100        | 6        | 0.05275142       |
| 527   | 100        | 1        | 1.0030694e-05    |
| 528   | 100        | 1        | 0.013812265      |
| 529   | 100        | 4        | 0.07921239       |
| 530   | 100        | 1        | 0.059100848      |
| 531   | 100        | 2        | 0.069452524      |
| 532   | 100        | 0        | 0.069803596      |
| 533   | 100        | 1        | 0.065831445      |
| 534   | 100        | 2        | 0.08131883       |
| 535   | 100        | 2        | 0.01531687       |
| 536   | 100        | 1        | 0.028236404      |
| 537   | 100        | 11       | 0.092141956      |
| 538   | 100        | 1        | 0.03674243       |
| 539   | 100        | 6        | 0.003831725      |
| 540   | 100        | 0        | 0.091700606      |
| 541   | 100        | 0        | 0.04809718       |
| 542   | 100        | 1        | 0.030553494      |
| 543   | 100        | 6        | 0.084388226      |
| 544   | 100        | 0        | 0.08736734       |
| 545   | 100        | 1        | 0.088791706      |
| 546   | 100        | 6        | 0.09674604       |
| 547   | 100        | 4        | 0.06479828       |
| 548   | 100        | 5        | 0.082883626      |
| 549   | 100        | 0        | 0.03268          |
| 550   | 100        | 8        | 0.06961302       |
| 551   | 100        | 1        | 0.024846029      |
| 552   | 100        | 11       | 0.03916986       |
| 553   | 100        | 1        | 0.005827833      |
| 554   | 100        | 1        | 0.046602603      |
| 555   | 100        | 1        | 0.083987         |
| 556   | 100        | 1        | 0.05031396       |
| 557   | 100        | 2        | 0.08367605       |
| 558   | 100        | 0        | 0.0666339        |
| 559   | 100        | 1        | 0.012728951      |
| 560   | 100        | 0        | 0.09825065       |
| 561   | 100        | 19       | 0.07717616       |
| 562   | 100        | 1        | 0.03601019       |
| 563   | 100        | 5        | 0.037986238      |
| 564   | 100        | 1        | 0.056482837      |
| 565   | 100        | 4        | 0.032078158      |
| 566   | 100        | 1        | 0.0562421        |
| 567   | 100        | 0        | 0.08150942       |
| 568   | 100        | 0        | 0.01473509       |
| 569   | 100        | 0        | 0.057937287      |
| 570   | 100        | 0        | 0.016530583      |
| 571   | 100        | 4        | 0.012167232      |
| 572   | 100        | 1        | 0.07455815       |
| 573   | 100        | 1        | 0.07465845       |
| 574   | 100        | 17       | 0.0008325476     |
| 575   | 100        | 7        | 0.079764076      |
| 576   | 100        | 0        | 0.09605393       |
| 577   | 100        | 0        | 0.025096796      |
| 578   | 100        | 20       | 0.054667283      |
| 579   | 100        | 0        | 0.09816037       |
| 580   | 100        | 2        | 0.08428792       |
| 581   | 100        | 0        | 0.044736896      |
| 582   | 100        | 0        | 0.015015949      |
| 583   | 100        | 1        | 0.03265994       |
| 584   | 100        | 0        | 0.06519951       |
| 585   | 100        | 0        | 0.013902542      |
| 586   | 100        | 1        | 0.07515999       |
| 587   | 100        | 3        | 0.07009449       |
| 588   | 100        | 6        | 0.0001805525     |
| 589   | 100        | 3        | 0.061909445      |
| 590   | 100        | 0        | 0.03859811       |
| 591   | 100        | 2        | 0.06515939       |
| 592   | 100        | 0        | 0.014634782      |
| 593   | 100        | 4        | 0.09449917       |
| 594   | 100        | 6        | 0.053864826      |
| 595   | 100        | 1        | 0.06445724       |
| 596   | 100        | 1        | 0.09622445       |
| 597   | 100        | 2        | 0.040814895      |
| 598   | 100        | 5        | 0.09352619       |
| 599   | 100        | 1        | 0.04322226       |
| 600   | 100        | 0        | 0.04541898       |
| 601   | 100        | 1        | 0.05567035       |
| 602   | 100        | 1        | 0.007202038      |
| 603   | 100        | 1        | 0.06389552       |
| 604   | 100        | 2        | 0.09415812       |
| 605   | 100        | 22       | 0.026521156      |
| 606   | 100        | 3        | 0.018546753      |
| 607   | 100        | 1        | 0.010682689      |
| 608   | 100        | 1        | 0.05926134       |
| 609   | 100        | 1        | 0.045047846      |
| 610   | 100        | 6        | 0.088530906      |
| 611   | 100        | 0        | 0.040955324      |
| 612   | 100        | 1        | 0.07180974       |
| 613   | 100        | 6        | 0.061167173      |
| 614   | 100        | 1        | 0.070415474      |
| 615   | 100        | 0        | 0.02255903       |
| 616   | 100        | 1        | 0.05480771       |
| 617   | 100        | 1        | 0.08907256       |
| 618   | 100        | 27       | 0.019770497      |
| 619   | 100        | 1        | 0.09072763       |
| 620   | 100        | 0        | 0.05636247       |
| 621   | 100        | 1        | 0.0449676        |
| 622   | 100        | 3        | 0.035749394      |
| 623   | 100        | 0        | 0.040132806      |
| 624   | 100        | 33       | 0.100136414      |
| 625   | 100        | 0        | 0.06983369       |
| 626   | 100        | 1        | 0.007312376      |
| 627   | 100        | 2        | 0.02747407       |
| 628   | 100        | 1        | 0.09165045       |
| 629   | 100        | 1        | 0.09570285       |
| 630   | 100        | 1        | 0.09446908       |
| 631   | 100        | 3        | 0.088350356      |
